template_id,segment_id,segment_name,lifecycle_stage,goal,theme,language,content,tone,hook,feature_reference
T0290,3,Segment 3,inactive,activation,epic_meaning,en,Your journey to fluency starts today!,aspirational,epic_meaning,exercises
T0290_hi,3,Segment 3,inactive,activation,epic_meaning,hi,Your journey to fluency starts आज!,aspirational,epic_meaning,exercises
T0291,3,Segment 3,paid,advocacy,accomplishment,en,You've completed {exercises_completed_7d} exercises this week—keep going!,celebratory,accomplishment,exercises
T0291_hi,3,Segment 3,paid,advocacy,accomplishment,hi,You've पूरा करेंd {अभ्यासs_पूरा करेंd_7d} अभ्यासs this week—जारी रखें!,celebratory,accomplishment,exercises
T0292,3,Segment 3,paid,advocacy,accomplishment,en,Day {streak_current} of your streak! Complete today's exercise.,celebratory,accomplishment,exercises
T0292_hi,3,Segment 3,paid,advocacy,accomplishment,hi,Day {स्ट्रीक_current} of आपका स्ट्रीक! Complete आज's अभ्यास.,celebratory,accomplishment,exercises
T0293,3,Segment 3,paid,advocacy,accomplishment,en,{exercises_completed_7d} exercises done—you're making progress!,celebratory,accomplishment,exercises
T0293_hi,3,Segment 3,paid,advocacy,accomplishment,hi,{अभ्यासs_पूरा करेंd_7d} अभ्यासs done—आप're making progress!,celebratory,accomplishment,exercises
T0294,3,Segment 3,paid,advocacy,accomplishment,en,You've earned {coins_balance} coins! Complete another exercise.,celebratory,accomplishment,exercises
T0294_hi,3,Segment 3,paid,advocacy,accomplishment,hi,You've earned {सिक्के_balance} सिक्के! Complete another अभ्यास.,celebratory,accomplishment,exercises
T0295,3,Segment 3,paid,advocacy,accomplishment,en,Your {streak_current}-day streak is impressive—maintain it today!,celebratory,accomplishment,exercises
T0295_hi,3,Segment 3,paid,advocacy,accomplishment,hi,Your {स्ट्रीक_current}-दिन स्ट्रीक is impressive—maintain it आज!,celebratory,accomplishment,exercises
T0296,3,Segment 3,paid,advocacy,ownership,en,Your {coins_balance} coins—use them wisely!,celebratory,ownership,exercises
T0296_hi,3,Segment 3,paid,advocacy,ownership,hi,Your {सिक्के_balance} सिक्के—use them wisely!,celebratory,ownership,exercises
T0297,3,Segment 3,paid,advocacy,ownership,en,You've built a {streak_current}-day streak—it's yours!,celebratory,ownership,exercises
T0297_hi,3,Segment 3,paid,advocacy,ownership,hi,You've built a {स्ट्रीक_current}-दिन स्ट्रीक—it's आपकाs!,celebratory,ownership,exercises
T0298,3,Segment 3,paid,advocacy,ownership,en,"Your progress, your achievement—keep building!",celebratory,ownership,exercises
T0298_hi,3,Segment 3,paid,advocacy,ownership,hi,"Your progress, आपका achievement—keep building!",celebratory,ownership,exercises
T0299,3,Segment 3,paid,advocacy,ownership,en,You own {coins_balance} coins—earn more today!,celebratory,ownership,exercises
T0299_hi,3,Segment 3,paid,advocacy,ownership,hi,You own {सिक्के_balance} सिक्के—earn more आज!,celebratory,ownership,exercises
T0300,3,Segment 3,paid,advocacy,ownership,en,Your learning journey—make it count today!,celebratory,ownership,exercises
T0300_hi,3,Segment 3,paid,advocacy,ownership,hi,Your सीखेंing journey—make it count आज!,celebratory,ownership,exercises
T0301,3,Segment 3,paid,expansion,accomplishment,en,You've completed {exercises_completed_7d} exercises this week—keep going!,celebratory,accomplishment,leaderboard
T0301_hi,3,Segment 3,paid,expansion,accomplishment,hi,You've पूरा करेंd {अभ्यासs_पूरा करेंd_7d} अभ्यासs this week—जारी रखें!,celebratory,accomplishment,leaderboard
T0302,3,Segment 3,paid,expansion,accomplishment,en,Day {streak_current} of your streak! Complete today's exercise.,celebratory,accomplishment,leaderboard
T0302_hi,3,Segment 3,paid,expansion,accomplishment,hi,Day {स्ट्रीक_current} of आपका स्ट्रीक! Complete आज's अभ्यास.,celebratory,accomplishment,leaderboard
T0303,3,Segment 3,paid,expansion,accomplishment,en,{exercises_completed_7d} exercises done—you're making progress!,celebratory,accomplishment,leaderboard
T0303_hi,3,Segment 3,paid,expansion,accomplishment,hi,{अभ्यासs_पूरा करेंd_7d} अभ्यासs done—आप're making progress!,celebratory,accomplishment,leaderboard
T0304,3,Segment 3,paid,expansion,accomplishment,en,You've earned {coins_balance} coins! Complete another exercise.,celebratory,accomplishment,leaderboard
T0304_hi,3,Segment 3,paid,expansion,accomplishment,hi,You've earned {सिक्के_balance} सिक्के! Complete another अभ्यास.,celebratory,accomplishment,leaderboard
T0305,3,Segment 3,paid,expansion,accomplishment,en,Your {streak_current}-day streak is impressive—maintain it today!,celebratory,accomplishment,leaderboard
T0305_hi,3,Segment 3,paid,expansion,accomplishment,hi,Your {स्ट्रीक_current}-दिन स्ट्रीक is impressive—maintain it आज!,celebratory,accomplishment,leaderboard
T0306,3,Segment 3,paid,expansion,ownership,en,Your {coins_balance} coins—use them wisely!,celebratory,ownership,leaderboard
T0306_hi,3,Segment 3,paid,expansion,ownership,hi,Your {सिक्के_balance} सिक्के—use them wisely!,celebratory,ownership,leaderboard
T0307,3,Segment 3,paid,expansion,ownership,en,You've built a {streak_current}-day streak—it's yours!,celebratory,ownership,leaderboard
T0307_hi,3,Segment 3,paid,expansion,ownership,hi,You've built a {स्ट्रीक_current}-दिन स्ट्रीक—it's आपकाs!,celebratory,ownership,leaderboard
T0308,3,Segment 3,paid,expansion,ownership,en,"Your progress, your achievement—keep building!",celebratory,ownership,leaderboard
T0308_hi,3,Segment 3,paid,expansion,ownership,hi,"Your progress, आपका achievement—keep building!",celebratory,ownership,leaderboard
T0309,3,Segment 3,paid,expansion,ownership,en,You own {coins_balance} coins—earn more today!,celebratory,ownership,leaderboard
T0309_hi,3,Segment 3,paid,expansion,ownership,hi,You own {सिक्के_balance} सिक्के—earn more आज!,celebratory,ownership,leaderboard
T0310,3,Segment 3,paid,expansion,ownership,en,Your learning journey—make it count today!,celebratory,ownership,leaderboard
T0310_hi,3,Segment 3,paid,expansion,ownership,hi,Your सीखेंing journey—make it count आज!,celebratory,ownership,leaderboard
T0311,3,Segment 3,paid,retention,accomplishment,en,You've completed {exercises_completed_7d} exercises this week—keep going!,celebratory,accomplishment,exercises
T0311_hi,3,Segment 3,paid,retention,accomplishment,hi,You've पूरा करेंd {अभ्यासs_पूरा करेंd_7d} अभ्यासs this week—जारी रखें!,celebratory,accomplishment,exercises
T0312,3,Segment 3,paid,retention,accomplishment,en,Day {streak_current} of your streak! Complete today's exercise.,celebratory,accomplishment,exercises
T0312_hi,3,Segment 3,paid,retention,accomplishment,hi,Day {स्ट्रीक_current} of आपका स्ट्रीक! Complete आज's अभ्यास.,celebratory,accomplishment,exercises
T0313,3,Segment 3,paid,retention,accomplishment,en,{exercises_completed_7d} exercises done—you're making progress!,celebratory,accomplishment,exercises
T0313_hi,3,Segment 3,paid,retention,accomplishment,hi,{अभ्यासs_पूरा करेंd_7d} अभ्यासs done—आप're making progress!,celebratory,accomplishment,exercises
T0314,3,Segment 3,paid,retention,accomplishment,en,You've earned {coins_balance} coins! Complete another exercise.,celebratory,accomplishment,exercises
T0314_hi,3,Segment 3,paid,retention,accomplishment,hi,You've earned {सिक्के_balance} सिक्के! Complete another अभ्यास.,celebratory,accomplishment,exercises
T0315,3,Segment 3,paid,retention,accomplishment,en,Your {streak_current}-day streak is impressive—maintain it today!,celebratory,accomplishment,exercises
T0315_hi,3,Segment 3,paid,retention,accomplishment,hi,Your {स्ट्रीक_current}-दिन स्ट्रीक is impressive—maintain it आज!,celebratory,accomplishment,exercises
T0316,3,Segment 3,paid,retention,ownership,en,Your {coins_balance} coins—use them wisely!,celebratory,ownership,exercises
T0316_hi,3,Segment 3,paid,retention,ownership,hi,Your {सिक्के_balance} सिक्के—use them wisely!,celebratory,ownership,exercises
T0317,3,Segment 3,paid,retention,ownership,en,You've built a {streak_current}-day streak—it's yours!,celebratory,ownership,exercises
T0317_hi,3,Segment 3,paid,retention,ownership,hi,You've built a {स्ट्रीक_current}-दिन स्ट्रीक—it's आपकाs!,celebratory,ownership,exercises
T0318,3,Segment 3,paid,retention,ownership,en,"Your progress, your achievement—keep building!",celebratory,ownership,exercises
T0318_hi,3,Segment 3,paid,retention,ownership,hi,"Your progress, आपका achievement—keep building!",celebratory,ownership,exercises
T0319,3,Segment 3,paid,retention,ownership,en,You own {coins_balance} coins—earn more today!,celebratory,ownership,exercises
T0319_hi,3,Segment 3,paid,retention,ownership,hi,You own {सिक्के_balance} सिक्के—earn more आज!,celebratory,ownership,exercises
T0320,3,Segment 3,paid,retention,ownership,en,Your learning journey—make it count today!,celebratory,ownership,exercises
T0320_hi,3,Segment 3,paid,retention,ownership,hi,Your सीखेंing journey—make it count आज!,celebratory,ownership,exercises
T0321,3,Segment 3,trial,activation,unpredictability,en,Discover a new speaking exercise today!,inviting,unpredictability,exercises
T0321_hi,3,Segment 3,trial,activation,unpredictability,hi,Discover a new बोलना अभ्यास आज!,inviting,unpredictability,exercises
T0322,3,Segment 3,trial,activation,unpredictability,en,Try the AI tutor—see how it helps!,inviting,unpredictability,exercises
T0322_hi,3,Segment 3,trial,activation,unpredictability,hi,आज Try the AI tutor—see how it helps!,inviting,unpredictability,exercises
T0323,3,Segment 3,trial,activation,unpredictability,en,Unlock a surprise reward after your next exercise!,inviting,unpredictability,exercises
T0323_hi,3,Segment 3,trial,activation,unpredictability,hi,Unlock a surprise reward after आपका next अभ्यास!,inviting,unpredictability,exercises
T0324,3,Segment 3,trial,activation,unpredictability,en,What's your speaking score today? Find out!,inviting,unpredictability,exercises
T0324_hi,3,Segment 3,trial,activation,unpredictability,hi,What's आपका बोलना score आज? Find out!,inviting,unpredictability,exercises
T0325,3,Segment 3,trial,activation,unpredictability,en,Explore new practice scenarios—start now!,inviting,unpredictability,exercises
T0325_hi,3,Segment 3,trial,activation,unpredictability,hi,Explore new अभ्यास करें scenarios—start now!,inviting,unpredictability,exercises
T0326,3,Segment 3,trial,activation,accomplishment,en,You've completed {exercises_completed_7d} exercises this week—keep going!,encouraging,accomplishment,exercises
T0326_hi,3,Segment 3,trial,activation,accomplishment,hi,You've पूरा करेंd {अभ्यासs_पूरा करेंd_7d} अभ्यासs this week—जारी रखें!,encouraging,accomplishment,exercises
T0327,3,Segment 3,trial,activation,accomplishment,en,Day {streak_current} of your streak! Complete today's exercise.,encouraging,accomplishment,exercises
T0327_hi,3,Segment 3,trial,activation,accomplishment,hi,Day {स्ट्रीक_current} of आपका स्ट्रीक! Complete आज's अभ्यास.,encouraging,accomplishment,exercises
T0328,3,Segment 3,trial,activation,accomplishment,en,{exercises_completed_7d} exercises done—you're making progress!,encouraging,accomplishment,exercises
T0328_hi,3,Segment 3,trial,activation,accomplishment,hi,{अभ्यासs_पूरा करेंd_7d} अभ्यासs done—आप're making progress!,encouraging,accomplishment,exercises
